id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,name,neighbourhood,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
17556957,65,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,TRUE,Austin,"Trendy location - right between 2 super popular neighborhoods :  Chelsea & West Village  Steps from the famous Meatpacking District. This is by far the most happening location in Manhattan. Not for ""Time Square"" tourists...and I'd love to share my list of walk distance attractions Few steps to subway -  1,2,3 red line and A,B,C blue line",t,71%,f,30.23614,-97.73225,Garage Apartment near South Congress/Riverside,78741,80,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,10011,1,1
5011392,56,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1,Real Bed,flexible,TRUE,Austin,Studio with private bathroom and walk in closet.  15 minute walk to Chinatown and downtown restaurants. Giant supermarket 2 blocks away.   2 blocks to metro.  Great access to 7th and 9th street restaurants and cafes. Great new restaurants and cafes in the area.  Try Sundevich for one of the best sandwich places in town..get there early before they run out of ingredients for the day. Bus lines on 9th and 7th street.  Shaw metro 2 blocks north and Convention Center metro 3.5 blocks south.  DC Bike share 1.5 blocks away.,t,,t,30.20276,-97.82506,SanctuarySuite on Preserve near Downtown,78745,,https://a0.muscache.com/im/pictures/0aec0e43-6c3c-4faa-984e-d032e1b25c99.jpg?aki_policy=small,20001,1,1
11712092,43,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",Essentials,""Hair dryer"",Iron}",9,2.5,Real Bed,flexible,FALSE,Austin,"Perfect house for enjoying the 50th Superbowl week in the sunny Potrero Hill. Two floor house fully equipped, with BBQ in the backyard, pet friendly! Located 5 min away from the vibrant Mission and close to the 24th BART station. Located in Potrero Hill, lots of parking spaces always available right in front of the house! Two floors house. First floor: 2 bedrooms with Queen size beds, living room (TV, PS4, Kegerator!), stainless steel kitchen and full bathroom. Upstairs: 2 bedrooms with Queen size beds, one private full bathroom (Korean style) and one common half-bathroom. The place is large, fully equipped. BBQ in the back yard and chill in the Potrero sun, good place for having pets! We will be staying in SF, but no interaction is needed unless you want to.",t,,f,30.37783,-97.70749,Cozy Room in North Austin for Longer Stays,78758,,https://a0.muscache.com/im/pictures/d4890136-60fb-4a67-8c51-787d0bfe3661.jpg?aki_policy=small,94107,4,4
17621139,42,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Iron}",2,1,Real Bed,flexible,TRUE,Austin,"SUBLET ONLY - 12/15 or 1/1 move-in; $1000 rebate Modern apt in a luxury building—newly furnished & conveniently located steps from the Highline and 7 train. Located in a vibrant neighborhood with galleries, bars, and restaurants. This 1-bedroom / 1-bath unit is a designer-furnished luxury apartment with floor-to-ceiling windows in both the living room and bedroom that let in amazing amount of light and is decorated with designer mid-century modern furniture and artwork. Full access to apartment amenities including roof-deck and gym. Located in West Chelsea next to Hudson Yards and the Highline. 7-subway is 0.2 miles away (4 blocks) This is a SUBLET only. Available dates ranges are: Decemb(PHONE NUMBER HIDDEN) through April 30, 2016 OR January 1, 2016 through April 30, 2016",f,,f,30.45697,-97.78422,NW Austin Room,78729,,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,10001,1,1
13900931,900,Apartment,Shared room,"{TV,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Hair dryer""}",2,1,Real Bed,flexible,FALSE,Boston,"Sunny studio with beautiful view of Rock Creek Park and easy access to downtown. Quarter mile walk to the Redline Metro (Cleveland Park Station, 10-minute ride to downtown Washington), quick walk to restaurants, bars, and coffee (including Medium Rare, St. Arnold's Mussel Bar, Indique, Firehook Coffee, Rock Creek Park). In-building access to gym, laundry room, and common lounge including computer room. Queen bed, full kitchen, cable TV. Cozy and comfortable!",f,,f,42.34024,-71.07483,Beautiful Townhouse Boston's South End,South End,,https://a0.muscache.com/im/pictures/1ac190b8-1797-4dc0-8dd0-a79d5853ad98.jpg?aki_policy=small,20008,0,1
11797378,595,Townhouse,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub}",3,1,Real Bed,strict,FALSE,Boston,"Live like a local in LA! This bright and sunny room in our luxury townhouse will be a comfortable accommodation no matter what the purpose of your trip is!  Located in a central part of beautiful Pasadena, close to Old Town Pasadena, all major grocery stores, restaurants,  and public transportation. Enjoy comfortable queen size bed, clean private bathroom, our gourmet kitchen, and cozy balcony lounges and day bed! You will have the privacy you need to have a peaceful rest and a comfort of home! Our home is very spacious, clean, and modern. Enjoy your cozy room with your own private bathroom! The room has a very comfortable low queen size bed, a TV, and a full closet.  Please make yourself at home and explore our balconies that are perfect for breakfast, afternoon nap on a day bed, comfortable relaxation and even a late night glass of wine.  You are welcome to use our kitchen that has everything you need if you like to make a home made meal. Steps away to Cal tech, Rose Bowl, Pasadena C",t,100%,t,42.38148,-71.06967,Beautiful 3 bedroom 2 bath apt in Charlestown,Charlestown,98,https://a0.muscache.com/im/pictures/668ce8fc-694b-4f96-8d54-0f7f57e2d409.jpg?aki_policy=small,91107,1,1
11461331,499,House,Shared room,"{""Wireless Internet"",Kitchen,Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,TRUE,Boston,"My place is close to Sunset Park, 8th Ave. subway N, R 30 minutes to Manhattan down town, Also it is a Chinese community, a lot of Asian restaurants, stores, it is a small room with air vent, no outside window, quiet and safe.",f,100%,f,42.36693,-71.05624,"N5 TDGarden, Location, Freedom Trail, Lil Italy",North End,80,https://a0.muscache.com/im/pictures/f8a47541-8ff8-4408-9043-45ccd2fe0b86.jpg?aki_policy=small,11220,1,1
25827,400,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace""}",8,2,Real Bed,flexible,TRUE,Boston,"This large historic home is perfect for your summer vacation! 25 minutes from the beach, large backyard for partiesBlocks from The York, Cafe De Leche, The Hermosillo, Sonny's Hideaway, and The Highland Cafe, one block from a park, Town Pizza, shopping. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. We even have a crib, pack and play, and strollers for your use. This craftsman home is a Highland Park gem! It is close to shops and restaurants, one block from a park, and has a large backyard (double lot) which is uncommon in Highland Park. The backyard is a shared space and there is a small home in the back where the owners stay or sometimes can be rented out as well if the space is needed. Guests will have access to the large front home - 3 bedrooms, two baths, kitchen, dining room, living room, driveway, and backyard. There is a property manager in the back house. The garage and upstairs closet is restricted, owner use only. In",f,100%,f,42.34041,-71.08384,Stunning SouthEnd/BackBay Penthouse,Roxbury,90,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90042,3,3
13510326,400,Apartment,Hotel room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,""Laptop friendly workspace""}",6,1,Real Bed,flexible,FALSE,Boston,"Spacious, sunny and modern 2-bedroom hideaway in the heart of Prospect Heights. Within walking distance of Brooklyn's best sights and transportation, the apartment provides a comfortable and memorable stay in the city's hottest borough. Perfectly situated in the heart of Prospect Heights, the apartment is perfect for visitors or locals. A 5-7 minute walk to A, C, 2, 3, 4, 5, B and Q trains, you're a short ride into Manhattan. This is a complete apartment with all the comforts of home. Bedrooms are situated with very comfortable queen and full sized beds and the couch folds into a full bed that sleeps two.  Large kitchen and dining area with microwave, full size refrigerator, dish washer, plates, utensils, etc. Make yourself at home! Guests will have complete and private access to the entire apartment. Access by phone or in person if needed. Prospect Heights has fast become one of the top neighborhoods in Brooklyn. This burgeoning neighborhood boasts the Brooklyn Museum, the Botanic Gar",t,,f,42.32338,-71.09334,Family friendly Boston home,Roxbury,100,https://a0.muscache.com/im/pictures/32b13e2e-cd72-415a-ba6e-641be4beae0f.jpg?aki_policy=small,11238,2,3
235281,381,Apartment,Hotel room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",9,2,Real Bed,strict,TRUE,Boston,"This place was FULLY remodeled in 2016 for one purpose - to host AirBnb guests like yourself!  It is designed with you in mind!  We don't just rent our place out when it's convenient.  This is our business.  Let us prove it to you! We know Chicago and we know what you want!  Location was the #1 factor in our decision to purchase this property  so that we could provide our guests the best experience possible! The space is BRAND NEW (April 2016).  We knocked down and redesigned the kitchen with granite counter tops, stainless steel appliances, brand new cookware, dishes, silverware etc.  We also gut rehabbed both bathrooms, installing high end granite and tile surround in the tub/showers.  We left nothing un-turned. BRAND NEW beds and mattress's (and of course linens) BRAND NEW leather couches (pull out queen size sofa sleeper), kitchen table, TV etc.  You name it, it's new! SLEEPING ACCOMMODATIONS: BEDROOM 1 - 2 Queen Beds BEDROOM 2 - 2 Queen Beds Living Room  - 1 Couch We have a full t",t,100%,f,42.33257,-71.02959,Sunny Duplex Condo + Private Parking,South Boston,96,https://a0.muscache.com/im/pictures/7c1650ee-5b43-457c-a76d-ed2be93a46dc.jpg?aki_policy=small,60614,2,5
11593024,300,House,Hotel room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",6,2,Real Bed,strict,TRUE,Boston,"Charming 1926 Spanish bungalow reminiscent of old Hollywood. Private, gated property with central courtyard, outdoor dining pavilion, fire pit, fountain, and separate pool /outdoor shower.  Old world style with all the conveniences of modern life. Fully restored 1926's Spanish Mediterranean has been painstaking restored to its previous splendor. The house is located behind a private &  secure hedged yard that opens up to a city oasis that maximizes the indoor/outdoor Southern California lifestyle.  You will never want to leave whether your lounging by the pool during the day, or spending a spectacular evening dining by the fire pit & candle lit courtyard.  Being an avid world traveler the house is filled with furnishings and mementos collected from my adventures.  Somehow it all works.  Hope you agree. House is fully stocked with fine linens, bedding, and travel books to help inspire your next trip. Guest's will have access to all the home has to offer including professional outdoor BB",t,86%,f,42.3559,-71.05998,Modern 2Bd1BA in Downtown Boston,Downtown,99,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90036,3,2
2278299,280,House,Hotel room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",2,1,Real Bed,flexible,FALSE,Boston,"This is a beautiful space in a gorgeous, newly renovated, 200 Year Old Victorian home in the lovely Boston neighborhood of Jamaica Plain. The house boasts wrap-around porches on the first and third floor.  Also includes pool table on second floor.",f,,f,42.34492,-71.08482,Charlesview Suites Back Bay,Back Bay,,https://a0.muscache.com/im/pictures/86832250/f774e788_original.jpg?aki_policy=small,2130,1,1
1089240,250,House,Hotel room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance""}",3,1,Real Bed,strict,TRUE,Boston,"Located in heart of Flushing convenience to ALL. Brand new, warm, and cozy furnished private room with one shared shower and bath.  Less 5 minutes walking distance to Murray hill train station(LIRR) which direct to Penn station midtown Manhattan or transfer to other destinations.approx 8 mins walking distance to all famous restaurants  and variety of supermarkets near by . LaGuardia airport approx 15 mins & JFK is approx 18 mins by car. 11 mins to Citi Field Mets by car or 30 mins by walking. Great idea for guests who booking for three peoples stay this unit because it has small additional attached with for working station and storage for ton of luggages . since we are superhost attached by orange badge who provide a shining service and extraordinary experiences  plus best accommodation conditions for our guests and got best feedback (reviews) from our guests. You rarely chance can find our accommodation conditions in flushing area like BRAND NEW bedroom suite with addition small bonus",f,100%,t,42.26043,-71.11766,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,Hyde Park,100,https://a0.muscache.com/im/pictures/0f665675-8a8b-4abf-a0f6-923d38582f3a.jpg?aki_policy=small,11355,1,2
314248,231,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit""}",2,1,Real Bed,moderate,TRUE,Boston,"The Front Room is a perfect place to rest while you are in San Francisco. Close to beautiful parks, in the center of the bustling NOPA neighborhood, with SUPER easy access to public transport. Our home is relaxed, and comfortably fits two more.  THE FRONT ROOM  The front room of our apartment is full of light, with trees right outside the window and a prism casting rainbows across the wall in the am - this is a comfortable and easy place to rest during your stay in beautiful, fun San Francisco. There is a recently installed new heater  in the room to keep you warm on our chilly city nights.  OUR HOME   Our apartment is the ground floor of a 6-unit building built in 1912. It  is a spacious 2 bedroom, with a big living room and a shared backyard.  Our livingroom is full of books, has apple TV, a kitchen full of delightful cooking gear (an amazing juicer and vintage waffle maker) , and a porch packed with botanicals looking over a shared backyard. The backyard, though a bit wild, has a gr",f,,f,42.33375,-71.04767,Spacious Updated Boston Room/Condo,South Boston,80,https://a0.muscache.com/im/pictures/23743836/28a48a80_original.jpg?aki_policy=small,94117,1,1
9994860,220,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib""}",10,2,Real Bed,strict,TRUE,Boston,"BOOK JUNE 22-25 FOR ONLY $325/NIGHT! BOOK NOW! ============== The CLOSEST vacation home to Universal Studios--only a 15-minute walk!  A private 3-bed, 2-bath oasis w/ heatable pool, hot tub, kitchen, garage/driveway. Walk to Metro; 10 mins. to Warner Bros. & Disney Studios. HIGHLIGHTS - Family-friendly 3BR, 2BA house sleeps 10 in secluded neighborhood - 15-minute walk to Universal Studios entrance and Metro station - 10-minute drive to Warner Bros. and Disney Studios, Studio City's Ventura Boulevard shopping district - One Metro stop to Heart of Hollywood at Hollywood/Highland (Dolby & Mann's Chinese Theaters, Walk of Fame, Jimmy Kimmel) - Heatable pool and hot tub underneath jungle foliage - Charcoal grill on pool deck, with lighter fluid provided - 2-car, remote-controlled garage and 1-car driveway - 3 flatscreen televisions, all with DirecTV (no DVR) - DVD players in living room and master bedroom - High-speed wireless Internet - Bose Soundtouch wireless speaker system - Romantic lo",f,100%,f,42.34309,-71.07316,Modern with Historic Charm & Details | The Tremont,South End,96,https://a0.muscache.com/im/pictures/0a1dde98-9e1e-44bb-bec3-b72f10c25424.jpg?aki_policy=small,91604,3,4
20632389,219,Apartment,Hotel room,"{TV,Internet,""Wireless Internet"",Kitchen,Heating}",3,1,Real Bed,strict,TRUE,Boston,"Great Bedroom and Livingroom in one of the best up and coming neighborhoods in the Mission !  On a quiet street but within a block or two of some of San Francisco's hottest restaurants and bars. Transportation is also just a block away. THE ROOM: A Large (144 sq ft) room for up to 2 people, includes a full bed, closet, dresser, desk and front-facing windows that fill the room with sunlight from the early afternoon on. Its a pretty quiet street without a lot of noise day or night. THE LIVING ROOM: The living room has two couches ( one folds down for sleeping), a loveseat  and a chair. There is a large screen TV with dvd player.  THE APARTMENT: A spacious 3 bedroom, 2 bathroom apartment on the second floor, consisting of the bedroom and living room listed here which are located in the front of the building and a private bathroom off the kitchen. My room and study are in the rear of the building. Guests have full use of the kitchen, bathroom and living room (which has both a fold down fut",t,90%,f,42.342121,-71.075073,Bespoke with Historic Allure | The Clare,South End,94,https://a0.muscache.com/im/pictures/22559135/280313a0_original.jpg?aki_policy=small,94110,1,1
16253186,200,Apartment,Shared room,"{TV,""Wireless Internet"",Kitchen,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",2,1,Real Bed,flexible,FALSE,Boston,Nicely decorated comfortable 1 bedroom in very nice area with lots of boutique shops and great restaurants. Very short walk to the Charles River and Boston Common,f,,t,42.34868,-71.07043,Lofty Modern 2BD Apt 800 sq ft,Bay Village,80,https://a0.muscache.com/im/pictures/9bf5ae4c-fb48-4072-a7a5-0523a610b2d4.jpg?aki_policy=small,2114,1,1
15792652,195,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Essentials}",1,2,Real Bed,strict,TRUE,Boston,"This East Village abode is a 4-bedroom 2-bath apartment which has an open room for your stay in New York! You would be sharing the space with three girls (24-26 years old), all working or studying. The apartment is the perfect layout for 4 people to live comfortably, with personal space and privacy but also a cozy, communal living space. The East Village is famous for its lively atmosphere, with a vibrant environment and every kind of food you can imagine! There is authentic Italian pizza at Luzzo's down the street, and amazing Thai, Indian and Mexican food all within walking distance. St. Mark's place is super close and has everything from karaoke and tattoo parlors to frozen yoghurt. Also - Sunday Brunch is a tradition in New York, and there are many amazing places nearby, especially in Alphabet City which is 2 avenues East of the apartment.  The shopping in the East Village is incredible - you can find everything from high end boutiques on 9th street to consignment and vintage store",t,,f,42.36446,-71.05429,Historic Boston North End Condo,North End,,https://a0.muscache.com/im/pictures/102319424/530fbd2a_original.jpg?aki_policy=small,10003,1,1
9057393,195,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",3,1,Real Bed,moderate,TRUE,Boston,"Columbus Circle with River VIEWS from a PRIVATE BALCONY in a Luxury Building a step from COLUMBUS CIRCLE, CENTRAL PARK and TIME SQUARE! Come and Enjoy from this SUNNY Large one bedroom w/Balcony facing the city and the River! Apartment features: - a CHEF’S Kitchen with Dishwasher and Stainless steel appliances, Marble bathroom, - TV ! -Wireless! - Large bedroom with a Queen Size Bed  - Spacious Livingroom, with Sofa bed and Dinning area - Our AMAZING Balcony - with a small dinning table and views to the RIVER and the CITY! Building is also offering:  - FREE outdoor Garden space and playroom! - You can enjoy from the following amenties as well for extra payment:   - washer/Dryer on every floor, - Parking Garage! A step from all subway stations (A,B,C,1,N,R,Q,E)!! ",t,100%,f,42.38455,-71.00217,City living near the beach!,East Boston,99,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,10019,1,1
17520883,179,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,Boston,"Tucked into a historic brownstone district in a gorgeous neighborhood, our apartment is a perfect respite after a day of touring, working or partying in the city. The express A train is two blocks and lower Manhattan is 20 minutes away, Times Square is 35-40 minutes.  And our cute little enclave has lively jazz bars, pizza joints and soul food within blocks. This isn't the neighborhood you'd want to stay in if you're looking for a scene, but it's truly a gem of classic Brooklyn. Our building is on a tree-lined block in the heart of brownstone Brooklyn. The house was built around 1904 and still holds much of its original charm, though at the time of its construction it was a one-family home. (Many of the other homes on our street still amazing house only one family!)   The guest bedroom is fitted with a full-size bed and a storage cabinet stocked with towels, toiletries and refreshments. Guests also have some guide books, tips and neighborhood maps for their reading pleasure. The room h",t,100%,f,42.32802,-71.09387,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",Roxbury,99,https://a0.muscache.com/im/pictures/bc5e96d1-0f94-4384-a211-f8c11ce8d966.jpg?aki_policy=small,11233,1,1
7827907,176,House,Hotel room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",4,2,Real Bed,flexible,TRUE,Boston,"Explore San Francisco from our turn-of-the-century 2 bed/2 bath Victorian home located just a block off of Noe Valley's amenity-rich commerce street, 24th St.  Spacious, well-appointed and eclectically decorated, you'll find it a restful sanctuary in which to recharge between outings.   San Francisco Short-Term Residential Rental Registration Number: STR-(PHONE NUMBER HIDDEN) Possession of a San Francisco Short-Term Rental Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental ordinance (San Francisco Administrative Code Section 41A). This ordinance does not require an inspection of the unit by the City for potential building, housing, fire or other code violations. Our work and our space reflects our love of simplicity, functionality and beauty.  Your will find these qualities in the layout of the rooms, the furniture and the decor.  We both love to cook and our kitchen is a pla",t,100%,f,42.30542,-71.10409,2 Bdrm Apt w/ tower in JP Victorian,Jamaica Plain,100,https://a0.muscache.com/im/pictures/23924038/9a86b6d4_original.jpg?aki_policy=small,94114,2,2
8336708,175,House,Private room,"{""Family/kid friendly"",""Suitable for events""}",2,1,Real Bed,flexible,FALSE,Boston,民宿之家 接受试住~ 提供 接送机服务~ 可包餐 也可以DIY   地理位置在罗兰岗半山富人区 离超市2分钟 幼儿园3分钟 24小时安保 安全 生活方便  99大华超市 target  168超市。幼儿园近,f,50%,t,42.31146,-71.11947,Light-filled Private Suite on Beautiful Street,Jamaica Plain,100,https://a0.muscache.com/im/pictures/15a2e63a-2d5e-4689-8e3d-3583e34be607.jpg?aki_policy=small,91748,1,1
14900814,165,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,""Private entrance"",Bathtub,""Babysitter recommendations""}",9,3,Real Bed,moderate,TRUE,Boston,"Gorgeous, beautifully updated 4 bedroom  house featuring a fully-equipped kitchen, serene patio facing DTLA, and a spacious backyard. Breathtaking views from virtually every room. 9 mins from Hollywood nightlife, DTLA, the Observatory & Runyon Canyon. One bedroom and bathroom is located downstairs, the remainder are upstairs. All 7,300 square feet, 700 square meters, of this gorgeous property. The neighborhood is absolutely incredible. The house is a very short walk to some of the greatest restaurants in Los Angeles. Once you book, I will give you a list of the best restaurants suited for your taste and budget. Also, there are shops that are walking distance, and tons of restaurants that deliver to the home. Situated in the most convenient part of Los Angeles, there are dozens upon dozens of restaurants that are very short walking distance from the home. Additionally, there are multiple bus stops that are a very, very short walk from the home.",t,100%,t,42.35771,-71.06978,"Studio, w kitchenette, in owner's Beacon Hill home",Beacon Hill,96,https://a0.muscache.com/im/pictures/351c3e5c-87c6-496a-b4cc-0e09fab55fc8.jpg?aki_policy=small,90026,4,4
20979364,161,House,Shared room,"{""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,strict,TRUE,Boston,"Spacious room in our countries capitol! Twin size bed with a comfortable mattress. Perfect for any minimalist-- simple and aesthetically pleasing furniture, cabinets, closet, etc. The bedroom is private, but I host other travelers in the house. This is a safe and comfortable space with very lovely guests. Guest may use any entrance and exit they wish. I am always available for guest concerns or questions. The neighborhood is lovely, all travelers are pleased with the surrounding area. Easy access to public transit, uber, taxis, and lyft. Please be respectful of other guests. Treat others as you'd like to be treated.",t,100%,f,42.30554,-71.10685,"Spacious, Comfortable and Cozy",Jamaica Plain,100,https://a0.muscache.com/im/pictures/8a7b89e5-b019-4b95-871b-6d32691e6e66.jpg?aki_policy=small,20002,1,1
6599827,155,Apartment,Shared room,"{""Family/kid friendly"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,flexible,FALSE,Boston,"2 bedroom apartment on the most popular street in the East Village, St Marks. 1 bedroom is not pictured bc it will have no furniture since I'm moving out on the 20th, but the couch stays and pulls out! So there's one bed, one couch. Five minute walk to 6 train, 10-15 minutes to Union Sq",f,,f,42.28629,-71.13839,Quiet  Beauty in Boston,Roslindale,70,https://a0.muscache.com/im/pictures/f411f9c5-49ef-4aac-b3b0-f46226641e13.jpg?aki_policy=small,10003,2,1
